iter	Passed	Remaining
289	512	1254
290	513	1251
291	516	1252
292	517	1249
293	518	1245
294	520	1243
295	521	1240
296	522	1237
297	524	1235
298	525	1233
299	527	1230
300	528	1227
301	531	1227
302	532	1225
303	533	1222
304	535	1219
305	536	1216
306	537	1214
307	539	1211
308	540	1209
309	542	1206
310	543	1204
311	546	1204
312	547	1201
313	548	1198
314	550	1196
315	551	1193
316	552	1191
317	554	1188
318	555	1186
319	557	1184
320	559	1184
321	561	1182
322	563	1181
323	565	1178
324	566	1176
325	567	1174
326	568	1170
327	570	1168
328	571	1165
329	573	1164
330	575	1163
331	577	1161
332	578	1159
333	580	1156
334	581	1154
335	582	1151
336	584	1149
337	586	1148
338	589	1150
339	591	1147
340	593	1146
341	594	1144
342	596	1141
343	597	1139
344	598	1136
345	600	1134
346	603	1136
347	605	1135
348	607	1133
349	609	1131
350	610	1128
351	612	1126
352	613	1124
353	614	1121
354	617	1122
355	620	1122
356	621	1120
357	623	1117
358	624	1115
359	625	1112
360	627	1110
361	628	1107
362	630	1105
363	633	1107
364	635	1105
365	636	1102
366	637	1100
367	639	1097
368	640	1095
369	641	1092
370	643	1090
371	644	1088
372	646	1086
373	649	1086
374	650	1084
375	652	1082
376	653	1079
377	654	1077
378	656	1074
379	657	1072
380	658	1070
381	660	1067
382	664	1070
383	665	1068
384	667	1065
385	668	1063
386	669	1060
387	671	1058
388	672	1056
389	673	1053
390	675	1051
391	681	1057
392	684	1056
393	685	1054
394	687	1052
395	688	1050
396	689	1047
397	691	1045
398	693	1043
399	694	1041
400	695	1039
401	697	1037
402	698	1034
403	700	1032
404	701	1030
405	702	1028
406	708	1032
407	710	1030
408	710	1027
409	712	1024
410	713	1022
411	714	1020
412	716	1017
413	718	1017
414	724	1021
415	726	1020
416	728	1018
417	730	1016
418	733	1017
419	739	1020
420	742	1021
421	744	1019
422	746	1018
423	752	1022
424	754	1021
425	756	1019
426	757	1016
427	759	1014
428	760	1012
429	765	1014
430	770	1016
431	773	1016
432	776	1016
433	784	1023
434	786	1021
435	788	1019
436	790	1018
437	798	1024
438	800	1023
439	802	1021
440	804	1019
441	806	1017
442	807	1015
443	811	1016
444	813	1014
445	815	1012
446	816	1010
447	818	1008
448	820	1006
449	822	1004
450	830	1011
451	833	1010
452	835	1008
453	836	1005
454	837	1003
455	840	1003
456	843	1002
457	845	1000
458	846	998
459	849	997
460	850	994
461	852	992
462	855	992
463	858	991
464	860	989
465	862	988
466	864	986
467	866	984
468	871	986
469	874	986
470	876	983
471	878	982
472	880	980
473	882	979
474	884	977
475	886	975
476	887	973
477	890	972
478	891	970
479	893	968
480	895	965
481	897	964
482	899	962
483	901	960
484	903	959
485	904	956
486	906	954
487	907	952
488	909	950
489	910	947
490	914	948
491	916	946
492	917	944
493	919	941
494	920	939
495	922	937
496	924	935
497	926	933
498	928	932
499	930	930
500	931	928
501	933	926
502	934	923
503	937	922
504	939	920
505	942	920
506	944	917
507	945	916
508	947	914
509	949	912
510	950	909
511	952	907
512	953	905
513	960	907
514	963	906
515	965	906
516	969	905
517	973	905
518	974	903
519	976	901
520	978	899
521	979	897
522	981	895
523	982	892
524	984	890
525	986	889
526	988	887
527	989	884
528	992	883
529	993	880
530	994	878
531	996	876
532	998	874
533	999	872
534	1003	871
535	1007	871
536	1013	874
537	1016	873
538	1018	871
539	1020	869
540	1021	866
541	1023	864
542	1024	862
543	1027	861
544	1031	860
545	1033	859
546	1036	858
547	1038	856
548	1040	854
549	1042	853
550	1046	853
551	1049	852
552	1053	851
553	1055	849
554	1058	848
555	1061	847
556	1063	845
557	1064	843
558	1066	841
559	1067	838
560	1069	836
561	1074	837
562	1076	835
563	1078	833
564	1080	832
565	1082	829
566	1091	833
567	1103	839
568	1107	838
569	1110	837
570	1123	843
571	1131	846
572	1133	844
573	1137	844
574	1140	842
575	1142	840
576	1145	839
577	1147	837
578	1151	836
579	1153	835
580	1158	835
581	1164	836
582	1167	835
583	1171	834
584	1173	832
585	1179	833
586	1182	832
587	1185	830
588	1186	828
589	1188	825
590	1193	825
591	1196	824
592	1202	825
593	1205	823
594	1209	823
595	1212	822
596	1214	819
597	1221	821
598	1223	819
599	1227	818
600	1230	817
601	1233	815
602	1235	813
603	1237	811
604	1238	808
605	1240	806
606	1242	804
607	1243	801
608	1245	799
609	1249	799
610	1251	796
611	1252	794
612	1254	791
613	1256	789
614	1257	787
615	1259	785
616	1263	784
617	1264	781
618	1266	779
619	1267	777
620	1270	775
621	1273	773
622	1274	771
623	1276	769
624	1278	767
625	1280	765
626	1283	763
627	1284	760
628	1285	758
629	1287	756
630	1288	753
631	1290	751
632	1293	750
633	1295	747
634	1296	745
635	1298	743
636	1300	741
637	1301	738
638	1303	736
639	1304	733
640	1307	732
641	1309	730
642	1312	728
643	1314	726
644	1316	724
645	1318	722
646	1319	719
647	1320	717
648	1324	716
649	1325	713
650	1327	711
651	1329	709
652	1331	707
653	1333	705
654	1334	703
655	1339	702
656	1341	700
657	1343	698
658	1345	696
659	1348	694
660	1350	692
661	1354	691
662	1359	691
663	1361	689
664	1367	688
665	1370	687
666	1373	685
667	1375	683
668	1376	681
669	1378	678
670	1379	676
671	1382	674
672	1384	672
673	1386	670
674	1387	668
675	1389	665
676	1390	663
677	1391	661
678	1393	658
679	1409	663
680	1411	661
681	1414	659
682	1416	657
683	1417	654
684	1418	652
685	1420	650
686	1421	647
687	1422	645
688	1426	643
689	1428	641
690	1430	639
691	1432	637
692	1433	634
693	1434	632
694	1436	630
695	1441	629
696	1443	627
697	1445	625
698	1446	622
699	1447	620
700	1448	618
701	1452	616
702	1454	614
703	1456	612
704	1457	610
705	1460	608
706	1461	605
707	1463	603
708	1465	601
709	1467	599
710	1468	596
711	1469	594
712	1471	592
713	1472	589
714	1475	587
715	1476	585
716	1478	583
717	1480	581
718	1481	578
719	1482	576
720	1484	574
721	1485	571
722	1486	569
723	1490	568
724	1492	566
725	1493	563
726	1495	561
727	1496	559
728	1497	556
729	1499	554
730	1500	552
731	1502	549
732	1504	547
733	1508	546
734	1510	544
735	1511	542
736	1513	540
737	1514	537
738	1515	535
739	1517	533
740	1522	532
741	1523	529
742	1525	527
743	1526	525
744	1528	523
745	1529	520
746	1530	518
747	1531	516
748	1536	515
749	1538	512
750	1539	510
751	1541	508
752	1543	506
753	1545	504
754	1557	505
755	1560	503
756	1564	502
757	1566	500
758	1567	497
759	1569	495
760	1571	493
761	1575	492
762	1578	490
763	1579	487
764	1580	485
765	1582	483
766	1583	481
767	1584	478
768	1586	476
769	1588	474
770	1589	472
771	1591	470
772	1593	467
773	1595	465
774	1596	463
775	1601	462
776	1602	459
777	1603	457
778	1606	455
779	1608	453
780	1609	451
781	1611	449
782	1613	447
783	1615	445
784	1616	442
785	1617	440
786	1619	438
787	1621	436
788	1623	434
789	1625	432
790	1627	430
791	1629	427
792	1630	425
793	1631	423
794	1633	421
795	1634	418
796	1636	416
797	1639	414
798	1640	412
799	1642	410
800	1643	408
801	1644	406
802	1646	403
803	1647	401
804	1649	399
805	1654	398
806	1655	395
807	1656	393
808	1658	391
809	1659	389
810	1660	387
811	1662	384
812	1663	382
813	1669	381
814	1671	379
815	1672	377
816	1673	374
817	1675	372
818	1676	370
819	1677	368
820	1682	366
821	1684	364
822	1685	362
823	1687	360
824	1688	358
825	1689	355
826	1691	353
827	1692	351
828	1697	350
829	1698	347
830	1700	345
831	1701	343
832	1703	341
833	1704	339
834	1705	337
835	1708	335
836	1711	333
837	1712	331
838	1713	328
839	1715	326
840	1716	324
841	1717	322
842	1719	320
843	1722	318
844	1725	316
845	1727	314
846	1728	312
847	1729	310
848	1731	307
849	1732	305
850	1736	304
851	1737	301
852	1740	299
853	1741	297
854	1743	295
855	1744	293
856	1746	291
857	1748	289
858	1749	287
859	1751	285
860	1752	282
861	1755	281
862	1757	278
863	1758	276
864	1759	274
865	1764	273
866	1766	271
867	1768	268
868	1772	267
869	1773	265
870	1775	262
871	1777	260
872	1779	258
873	1780	256
874	1787	255
875	1789	253
876	1791	251
877	1793	249
878	1794	247
879	1796	244
880	1797	242
881	1798	240
882	1801	238
883	1806	237
884	1809	235
885	1810	232
886	1811	230
887	1813	228
888	1814	226
889	1821	225
890	1827	223
891	1832	221
892	1834	219
893	1837	217
894	1840	215
895	1842	213
896	1844	211
897	1848	209
898	1850	207
899	1854	206
900	1857	204
901	1860	202
902	1862	200
903	1863	197
904	1865	195
905	1867	193
906	1868	191
907	1871	189
908	1872	187
909	1875	185
910	1876	183
911	1877	181
912	1879	179
913	1881	177
914	1882	174
915	1884	172
916	1885	170
917	1886	168
918	1891	166
919	1893	164
920	1896	162
921	1897	160
922	1899	158
923	1902	156
924	1904	154
925	1907	152
926	1908	150
927	1909	148
928	1911	146
929	1913	144
930	1915	141
931	1916	139
932	1919	137
933	1921	135
934	1923	133
935	1928	131
936	1934	130
937	1936	127
938	1937	125
939	1941	123
940	1942	121
941	1943	119
942	1945	117
943	1946	115
944	1947	113
945	1950	111
946	1954	109
947	1955	107
948	1957	105
949	1958	103
950	1960	100
951	1961	98
952	1962	96
953	1968	94
954	1969	92
955	1970	90
956	1972	88
957	1973	86
958	1974	84
959	1976	82
960	1977	80
961	1979	78
962	1986	76
963	1988	74
964	1989	72
965	1991	70
966	1992	68
967	1998	66
968	2003	64
969	2004	61
970	2005	59
971	2007	57
972	2012	55
973	2014	53
974	2015	51
975	2016	49
976	2018	47
977	2019	45
978	2020	43
979	2022	41
980	2024	39
981	2026	37
982	2028	35
983	2029	33
984	2032	30
985	2034	28
986	2038	26
987	2043	24
988	2046	22
989	2047	20
990	2051	18
991	2058	16
992	2059	14
993	2061	12
994	2073	10
995	2082	8
996	2085	6
997	2087	4
998	2095	2
999	2099	0
