iter	RMSE
685	4289.212786
686	4288.938253
687	4288.789865
688	4288.262825
689	4287.894137
690	4287.513482
691	4287.086005
692	4286.813805
693	4286.487804
694	4286.286218
695	4285.847348
696	4285.462049
697	4285.357197
698	4284.889596
699	4284.700772
700	4284.186266
701	4283.67755
702	4283.348333
703	4282.979111
704	4282.172308
705	4281.848495
706	4281.554197
707	4280.771668
708	4280.615065
709	4280.20251
710	4279.656964
711	4278.990438
712	4278.721306
713	4278.316177
714	4278.064048
715	4277.410165
716	4277.107223
717	4276.811411
718	4276.506759
719	4276.079137
720	4275.811811
721	4275.43509
722	4275.042453
723	4274.231013
724	4273.628547
725	4273.468459
726	4273.236941
727	4273.029006
728	4272.561297
729	4272.196291
730	4271.675483
731	4271.324929
732	4271.082523
733	4270.62673
734	4270.044522
735	4269.612862
736	4269.280051
737	4268.563264
738	4268.227848
739	4267.921039
740	4267.602917
741	4267.123253
742	4266.333358
743	4265.628937
744	4264.961344
745	4264.529211
746	4264.297292
747	4264.088321
748	4263.779731
749	4263.542258
750	4263.323963
751	4262.883145
752	4262.679811
753	4261.947338
754	4261.635002
755	4260.818359
756	4260.635136
757	4260.373461
758	4260.137672
759	4259.606252
760	4259.120317
761	4258.712386
762	4258.545917
763	4258.127869
764	4257.766519
765	4257.370173
766	4256.819007
767	4256.170427
768	4255.532326
769	4255.144762
770	4254.529153
771	4253.856879
772	4253.724778
773	4253.323754
774	4252.938489
775	4252.244889
776	4251.966537
777	4251.584466
778	4251.397983
779	4250.832341
780	4250.297711
781	4249.778004
782	4249.365984
783	4249.016431
784	4248.68511
785	4248.366919
786	4248.181568
787	4247.959984
788	4247.544124
789	4247.000463
790	4246.801834
791	4246.631285
792	4246.138154
793	4245.665044
794	4245.222466
795	4244.670922
796	4244.377679
797	4244.10958
798	4243.803071
799	4243.191668
800	4242.847387
801	4242.469661
802	4241.873087
803	4241.778174
804	4241.383442
805	4240.989209
806	4240.527659
807	4240.280318
808	4239.755416
809	4239.38763
810	4239.123787
811	4238.59282
812	4238.284966
813	4237.961012
814	4237.434824
815	4236.867697
816	4236.656138
817	4236.265949
818	4235.706067
819	4235.501561
820	4235.323994
821	4235.157996
822	4234.492225
823	4234.14181
824	4234.008264
825	4233.741484
826	4233.200735
827	4232.928747
828	4232.119784
829	4231.435218
830	4230.76248
831	4230.673736
832	4230.408884
833	4229.979725
834	4229.423834
835	4229.226891
836	4228.928015
837	4228.654194
838	4227.995319
839	4227.724197
840	4227.292151
841	4227.119099
842	4226.811806
843	4226.580614
844	4225.938358
845	4225.410793
846	4225.005545
847	4224.816214
848	4224.581413
849	4224.202231
850	4223.890901
851	4223.602201
852	4222.963414
853	4222.587787
854	4222.242615
855	4222.11889
856	4221.815406
857	4221.487393
858	4221.191021
859	4220.933128
860	4220.539677
861	4220.186223
862	4219.715093
863	4219.02779
864	4218.885574
865	4218.613485
866	4218.293144
867	4217.891959
868	4217.717013
869	4217.367047
870	4217.0351
871	4216.708994
872	4216.445945
873	4216.180266
874	4215.789314
875	4215.280664
876	4214.952246
877	4214.426231
878	4214.09959
879	4213.806151
880	4213.499635
881	4213.139626
882	4212.903221
883	4212.674676
884	4212.482656
885	4212.289472
886	4211.740427
887	4211.520438
888	4211.269801
889	4210.970919
890	4210.242706
891	4209.695889
892	4209.395619
893	4209.166484
894	4208.902303
895	4208.345513
896	4208.083447
897	4207.767665
898	4207.490057
899	4207.030445
900	4206.465382
901	4205.911004
902	4205.793427
903	4205.094974
904	4204.766911
905	4204.609609
906	4204.162919
907	4203.886608
908	4203.265782
909	4203.094497
910	4203.005713
911	4202.68648
912	4202.437257
913	4202.261485
914	4202.060842
915	4201.797016
916	4201.497093
917	4201.264898
918	4201.02664
919	4200.851064
920	4200.637145
921	4200.380119
922	4200.042758
923	4199.787995
924	4199.280552
925	4199.085554
926	4198.763242
927	4198.030311
928	4197.875179
929	4197.528103
930	4197.443538
931	4197.165706
932	4196.921316
933	4196.621485
934	4196.220217
935	4195.841634
936	4195.51156
937	4195.326843
938	4194.904124
939	4194.661142
940	4194.079842
941	4193.58756
942	4192.975951
943	4192.852238
944	4192.670808
945	4192.451047
946	4191.839676
947	4191.321402
948	4191.07222
949	4190.755164
950	4190.219133
951	4189.996839
952	4189.690373
953	4189.444671
954	4189.307596
955	4188.73454
956	4188.599735
957	4188.375177
958	4188.219724
959	4188.035408
960	4187.86052
961	4187.488
962	4187.163491
963	4186.91605
964	4186.585089
965	4186.308314
966	4186.042333
967	4185.804415
968	4185.450831
969	4185.079489
970	4184.271446
971	4183.991389
972	4183.697921
973	4183.394753
974	4183.166444
975	4182.796762
976	4182.539234
977	4182.38058
978	4182.090585
979	4181.803842
980	4181.324982
981	4181.015375
982	4180.782148
983	4180.648482
984	4180.416849
985	4180.286511
986	4180.091073
987	4179.918239
988	4179.725131
989	4179.300496
990	4179.045161
991	4178.626062
992	4178.212455
993	4177.908006
994	4177.604487
995	4177.428164
996	4177.207752
997	4176.523221
998	4176.209111
999	4175.671941
